"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,0,0.175296515226364,0.0952071994543076,0,0.315196454524994,0,0.00367237627506256,0,0,0,-0.026602029800415,0,0,0,0
"2",0,1,0.15263631939888,0.302813142538071,0.100407183170319,0.0751421526074409,0.142906472086906,0.0347260385751724,0,0.176206201314926,0,0,0,0,0,0
"3",0.175296515226364,0.15263631939888,1,0.189969807863235,0.119348980486393,0.103124655783176,0.262741714715958,0.227213382720947,0.19984558224678,0.0250849425792694,0,-0.0162504594773054,0,-0.00545418262481689,0.00997789204120636,0
"4",0.0952071994543076,0.302813142538071,0.189969807863235,1,0,0.214771315455437,0,0,0.093056857585907,0,0,0,0,0,0,0
"5",0,0.100407183170319,0.119348980486393,0,1,0,0.196273982524872,0.00333599001169205,0,0.0782038345932961,0,0,0,0,0,0
"6",0.315196454524994,0.0751421526074409,0.103124655783176,0.214771315455437,0,1,0,0.0104472041130066,0,0.0460110157728195,0,0,0,0,0,0
"7",0,0.142906472086906,0.262741714715958,0,0.196273982524872,0,1,0,0,0.299413681030273,0,0,0,0,0.0158588364720345,0
"8",0.00367237627506256,0.0347260385751724,0.227213382720947,0,0.00333599001169205,0.0104472041130066,0,1,0,0.0411966219544411,0,0,-0.00243917107582092,0,0,0
"9",0,0,0.19984558224678,0.093056857585907,0,0,0,0,1,0,0,0,0,0,0,0
"10",0,0.176206201314926,0.0250849425792694,0,0.0782038345932961,0.0460110157728195,0.299413681030273,0.0411966219544411,0,1,0,0,0,0,0.01792973279953,-0.0421410389244556
"11",0,0,0,0,0,0,0,0,0,0,1,0,0,0.209380865097046,0,0
"12",-0.026602029800415,0,-0.0162504594773054,0,0,0,0,0,0,0,0,1,0.295278072357178,0,0,0
"13",0,0,0,0,0,0,0,-0.00243917107582092,0,0,0,0.295278072357178,1,0.282120525836945,0.276510089635849,0.0665551573038101
"14",0,0,-0.00545418262481689,0,0,0,0,0,0,0,0.209380865097046,0,0.282120525836945,1,0.0459457635879517,0
"15",0,0,0.00997789204120636,0,0,0,0.0158588364720345,0,0,0.01792973279953,0,0,0.276510089635849,0.0459457635879517,1,0.119157627224922
"16",0,0,0,0,0,0,0,0,0,-0.0421410389244556,0,0,0.0665551573038101,0,0.119157627224922,1
